LOCATION,ROOMS,Date,Avg. Daily Rate,Occupancy Rate
Latina,1,Dec,52.14,0.39
Latina,1,Dec,55.51,0.48
Latina,1,Dec,63.92,0.68
Latina,1,Dec,66.44,0.73
Latina,1,Dec,60.55,0.42
Latina,1,Dec,53.82,0.37
Latina,1,Dec,52.14,0.36
Latina,1,Dec,51.3,0.37
Latina,1,Dec,52.14,0.37
Latina,1,Dec,58.03,0.45
Latina,1,Dec,60.55,0.5
Latina,1,Dec,57.19,0.44
Latina,1,Dec,59.71,0.42
Latina,1,Dec,61.39,0.46
Latina,1,Dec,67.28,0.59
Latina,1,Dec,69.8,0.71
Latina,1,Dec,75.69,0.75
Latina,1,Dec,82.42,0.8
Latina,1,Dec,88.31,0.75
Latina,1,Dec,89.15,0.74
Latina,1,Jan,84.1,0.64
Latina,1,Jan,74.85,0.61
Latina,1,Jan,70.65,0.54
Latina,1,Jan,63.92,0.48
Latina,1,Jan,63.08,0.43
Latina,1,Jan,58.87,0.39
Latina,1,Jan,54.67,0.38
Latina,1,Jan,50.46,0.36
Latina,1,Jan,48.78,0.36
Latina,1,Jan,49.62,0.45
Latina,1,Jan,53.82,0.53
Latina,1,Jan,56.35,0.55
Latina,1,Jan,54.67,0.46
Latina,1,Jan,50.46,0.41
Latina,1,Jan,48.78,0.42
Latina,1,Jan,50.46,0.46
Latina,1,Jan,52.98,0.54
Latina,1,Jan,57.19,0.7
Latina,1,Jan,58.87,0.75
Latina,1,Jan,56.35,0.58
Latina,1,Jan,53.82,0.5
Latina,1,Jan,52.98,0.54
Latina,1,Jan,53.82,0.65
Latina,1,Jan,54.67,0.72
Latina,1,Jan,62.23,0.82
Latina,1,Jan,63.92,0.83
Latina,1,Jan,58.03,0.55
Latina,1,Jan,54.67,0.45
Latina,1,Jan,51.3,0.4
Latina,1,Jan,51.3,0.4
Latina,1,Jan,52.14,0.48
Latina,1,Feb,59.71,0.64
Latina,1,Feb,63.08,0.68
Latina,1,Feb,56.35,0.48
Latina,1,Feb,54.67,0.4
Latina,1,Feb,52.98,0.42
Latina,1,Feb,52.98,0.46
Latina,1,Feb,52.98,0.58
Latina,1,Feb,59.71,0.77
Latina,1,Feb,63.08,0.8
Latina,1,Feb,59.71,0.55
Latina,1,Feb,54.67,0.48
Latina,1,Feb,52.14,0.46
Latina,1,Feb,52.98,0.5
Latina,1,Feb,55.51,0.59
Latina,1,Feb,63.08,0.77
Latina,1,Feb,66.44,0.81
Latina,1,Feb,60.55,0.54
Latina,1,Feb,57.19,0.51
Latina,1,Feb,55.51,0.53
Latina,1,Feb,54.67,0.52
Latina,1,Feb,55.51,0.63
Latina,1,Feb,59.71,0.74
Latina,1,Feb,63.08,0.79
Latina,1,Feb,59.71,0.6
Latina,1,Feb,56.35,0.53
Latina,1,Feb,52.98,0.51
Latina,1,Feb,56.35,0.64
Latina,1,Feb,58.03,0.73
Latina,1,Mar,64.76,0.85
Latina,1,Mar,68.96,0.86
Latina,1,Mar,65.6,0.66
Latina,1,Mar,61.39,0.59
Latina,1,Mar,58.03,0.52
Latina,1,Mar,54.67,0.55
Latina,1,Mar,56.35,0.64
Latina,1,Mar,62.23,0.76
Latina,1,Mar,64.76,0.78
Latina,1,Mar,61.39,0.62
Latina,1,Mar,58.87,0.55
Latina,1,Mar,56.35,0.51
Latina,1,Mar,56.35,0.54
Latina,1,Mar,57.19,0.62
Latina,1,Mar,65.6,0.79
Latina,1,Mar,70.65,0.84
Latina,1,Mar,65.6,0.68
Latina,1,Mar,60.55,0.53
Latina,1,Mar,55.51,0.48
Latina,1,Mar,53.82,0.54
Latina,1,Mar,58.03,0.66
Latina,1,Mar,63.92,0.81
Latina,1,Mar,66.44,0.81
Latina,1,Mar,63.08,0.63
Latina,1,Mar,58.87,0.54
Latina,1,Mar,57.19,0.53
Latina,1,Mar,57.19,0.57
Latina,1,Mar,58.03,0.65
Latina,1,Mar,64.76,0.81
Latina,1,Mar,66.44,0.81
Latina,1,Mar,63.08,0.62
Latina,1,Apr,59.71,0.56
Latina,1,Apr,57.19,0.54
Latina,1,Apr,58.03,0.6
Latina,1,Apr,60.55,0.72
Latina,1,Apr,67.28,0.8
Latina,1,Apr,69.8,0.8
Latina,1,Apr,66.44,0.64
Latina,1,Apr,60.55,0.59
Latina,1,Apr,58.03,0.56
Latina,1,Apr,58.03,0.52
Latina,1,Apr,58.87,0.6
Latina,1,Apr,64.76,0.72
Latina,1,Apr,68.12,0.79
Latina,1,Apr,67.28,0.73
Latina,1,Apr,65.6,0.68
Latina,1,Apr,64.76,0.69
Latina,1,Apr,65.6,0.71
Latina,1,Apr,71.49,0.81
Latina,1,Apr,74.85,0.83
Latina,1,Apr,78.22,0.83
Latina,1,Apr,74.85,0.64
Latina,1,Apr,67.28,0.54
Latina,1,Apr,63.08,0.55
Latina,1,Apr,62.23,0.67
Latina,1,Apr,65.6,0.79
Latina,1,Apr,68.96,0.84
Latina,1,Apr,72.33,0.81
Latina,1,Apr,68.96,0.66
Latina,1,Apr,64.76,0.58
Latina,1,Apr,63.08,0.6
Latina,1,May,63.92,0.67
Latina,1,May,66.44,0.7
Latina,1,May,74.01,0.82
Latina,1,May,78.22,0.79
Latina,1,May,74.01,0.59
Latina,1,May,68.12,0.54
Latina,1,May,65.6,0.58
Latina,1,May,65.6,0.69
Latina,1,May,65.6,0.71
Latina,1,May,72.33,0.81
Latina,1,May,75.69,0.82
Latina,1,May,71.49,0.64
Latina,1,May,67.28,0.58
Latina,1,May,63.08,0.55
Latina,1,May,62.23,0.61
Latina,1,May,63.92,0.7
Latina,1,May,71.49,0.82
Latina,1,May,74.01,0.83
Latina,1,May,70.65,0.63
Latina,1,May,65.6,0.6
Latina,1,May,62.23,0.6
Latina,1,May,63.08,0.67
Latina,1,May,64.76,0.7
Latina,1,May,71.49,0.79
Latina,1,May,75.69,0.79
Latina,1,May,71.49,0.67
Latina,1,May,64.76,0.62
Latina,1,May,63.08,0.6
Latina,1,May,66.44,0.65
Latina,1,May,68.96,0.65
Latina,1,May,106.81,0.64
Latina,1,Jun,144.66,0.64
Latina,1,Jun,116.06,0.57
Latina,1,Jun,83.26,0.56
Latina,1,Jun,77.37,0.6
Latina,1,Jun,68.12,0.64
Latina,1,Jun,68.96,0.7
Latina,1,Jun,74.01,0.77
Latina,1,Jun,74.85,0.77
Latina,1,Jun,71.49,0.71
Latina,1,Jun,67.28,0.7
Latina,1,Jun,65.6,0.71
Latina,1,Jun,64.76,0.7
Latina,1,Jun,64.76,0.74
Latina,1,Jun,71.49,0.81
Latina,1,Jun,76.53,0.81
Latina,1,Jun,71.49,0.6
Latina,1,Jun,63.08,0.56
Latina,1,Jun,61.39,0.62
Latina,1,Jun,62.23,0.67
Latina,1,Jun,63.92,0.69
Latina,1,Jun,69.8,0.74
Latina,1,Jun,74.85,0.78
Latina,1,Jun,69.8,0.63
Latina,1,Jun,63.92,0.59
Latina,1,Jun,62.23,0.6
Latina,1,Jun,62.23,0.62
Latina,1,Jun,63.08,0.6
Latina,1,Jun,69.8,0.66
Latina,1,Jun,74.01,0.7
Latina,1,Jun,68.96,0.57
Latina,1,Jul,65.6,0.55
Latina,1,Jul,65.6,0.54
Latina,1,Jul,64.76,0.52
Latina,1,Jul,65.6,0.58
Latina,1,Jul,77.37,0.67
Latina,1,Jul,82.42,0.68
Latina,1,Jul,82.42,0.59
Latina,1,Jul,68.96,0.53
Latina,1,Jul,64.76,0.54
Latina,1,Jul,62.23,0.6
Latina,1,Jul,60.55,0.62
Latina,1,Jul,63.08,0.63
Latina,1,Jul,64.76,0.62
Latina,1,Jul,60.55,0.49
Latina,1,Jul,59.71,0.47
Latina,1,Jul,57.19,0.48
Latina,1,Jul,56.35,0.44
Latina,1,Jul,56.35,0.47
Latina,1,Jul,58.87,0.51
Latina,1,Jul,61.39,0.52
Latina,1,Jul,59.71,0.47
Latina,1,Jul,56.35,0.42
Latina,1,Jul,56.35,0.42
Latina,1,Jul,53.82,0.43
Latina,1,Jul,54.67,0.44
Latina,1,Jul,58.03,0.48
Latina,1,Jul,58.87,0.45
Latina,1,Jul,57.19,0.41
Latina,1,Jul,55.51,0.36
Latina,1,Jul,53.82,0.38
Latina,1,Jul,54.67,0.37
Latina,1,Aug,53.82,0.42
Latina,1,Aug,53.82,0.46
Latina,1,Aug,55.51,0.49
Latina,1,Aug,54.67,0.46
Latina,1,Aug,53.82,0.47
Latina,1,Aug,53.82,0.44
Latina,1,Aug,53.82,0.41
Latina,1,Aug,61.39,0.44
Latina,1,Aug,54.67,0.47
Latina,1,Aug,56.35,0.48
Latina,1,Aug,62.23,0.44
Latina,1,Aug,53.82,0.49
Latina,1,Aug,52.14,0.46
Latina,1,Aug,52.98,0.51
Latina,1,Aug,52.98,0.51
Latina,1,Aug,55.51,0.49
Latina,1,Aug,63.92,0.48
Latina,1,Aug,63.08,0.47
Latina,1,Aug,52.98,0.45
Latina,1,Aug,51.3,0.47
Latina,1,Aug,51.3,0.48
Latina,1,Aug,51.3,0.5
Latina,1,Aug,52.98,0.48
Latina,1,Aug,54.67,0.52
Latina,1,Aug,60.55,0.46
Latina,1,Aug,60.55,0.46
Latina,1,Aug,59.71,0.45
Latina,1,Aug,51.3,0.43
Latina,1,Aug,51.3,0.44
Latina,1,Aug,60.55,0.48
Latina,1,Aug,57.19,0.5
Latina,1,Sep,56.35,0.46
Latina,1,Sep,63.08,0.52
Latina,1,Sep,63.92,0.54
Latina,1,Sep,58.87,0.55
Latina,1,Sep,65.6,0.57
Latina,1,Sep,63.92,0.65
Latina,1,Sep,65.6,0.65
Latina,1,Sep,71.49,0.52
Latina,1,Sep,68.96,0.55
Latina,1,Sep,61.39,0.6
Latina,1,Sep,67.28,0.64
Latina,1,Sep,69.8,0.66
Latina,1,Sep,74.85,0.69
Latina,1,Sep,78.22,0.7
Latina,1,Sep,73.17,0.62
Latina,1,Sep,69.8,0.58
Latina,1,Sep,63.08,0.58
Latina,1,Sep,63.92,0.62
Latina,1,Sep,63.08,0.66
Latina,1,Sep,75.69,0.73
Latina,1,Sep,79.9,0.73
Latina,1,Sep,78.22,0.63
Latina,1,Sep,74.01,0.63
Latina,1,Sep,72.33,0.63
Latina,1,Sep,72.33,0.67
Latina,1,Sep,74.01,0.69
Latina,1,Sep,81.58,0.7
Latina,1,Sep,80.74,0.68
Latina,1,Sep,80.74,0.63
Latina,1,Sep,79.06,0.63
Latina,1,Oct,77.37,0.67
Latina,1,Oct,69.8,0.62
Latina,1,Oct,75.69,0.64
Latina,1,Oct,80.74,0.7
Latina,1,Oct,84.94,0.71
Latina,1,Oct,78.22,0.67
Latina,1,Oct,68.96,0.63
Latina,1,Oct,68.96,0.63
Latina,1,Oct,68.96,0.65
Latina,1,Oct,72.33,0.7
Latina,1,Oct,85.78,0.74
Latina,1,Oct,89.99,0.73
Latina,1,Oct,78.22,0.57
Latina,1,Oct,70.65,0.52
Latina,1,Oct,66.44,0.53
Latina,1,Oct,66.44,0.58
Latina,1,Oct,74.01,0.67
Latina,1,Oct,82.42,0.73
Latina,1,Oct,85.78,0.75
Latina,1,Oct,79.06,0.66
Latina,1,Oct,70.65,0.65
Latina,1,Oct,75.69,0.73
Latina,1,Oct,76.53,0.71
Latina,1,Oct,71.49,0.72
Latina,1,Oct,80.74,0.73
Latina,1,Oct,84.1,0.72
Latina,1,Oct,73.17,0.59
Latina,1,Oct,67.28,0.52
Latina,1,Oct,66.44,0.53
Latina,1,Oct,69.8,0.54
Latina,1,Oct,74.85,0.65
Latina,1,Nov,83.26,0.71
Latina,1,Nov,84.94,0.71
Latina,1,Nov,73.17,0.5
Latina,1,Nov,63.92,0.41
Latina,1,Nov,67.28,0.41
Latina,1,Nov,65.6,0.47
Latina,1,Nov,66.44,0.51
Latina,1,Nov,67.28,0.64
Latina,1,Nov,68.96,0.66
Latina,1,Nov,63.92,0.52
Latina,1,Nov,65.6,0.49
Latina,1,Nov,57.19,0.48
Latina,1,Nov,63.92,0.54
Latina,1,Nov,58.87,0.56
Latina,1,Nov,66.44,0.68
Latina,1,Nov,74.01,0.68
Latina,1,Nov,64.76,0.52
Latina,1,Nov,58.87,0.46
Latina,1,Nov,63.92,0.48
Latina,1,Nov,64.76,0.52
Latina,1,Nov,66.44,0.57
Latina,1,Nov,74.01,0.75
Latina,1,Nov,75.69,0.75
Latina,1,Nov,66.44,0.59
Latina,1,Nov,68.12,0.5
Latina,1,Nov,65.6,0.49
Latina,1,Nov,57.19,0.47
Latina,1,Nov,64.76,0.52
Latina,1,Nov,68.96,0.71
Latina,1,Nov,77.37,0.72
Latina,1,Dec,72.33,0.51
Latina,1,Dec,63.08,0.44
Latina,1,Dec,66.44,0.4
Latina,1,Dec,57.19,0.39
Latina,1,Dec,64.76,0.54
Latina,1,Dec,83.26,0.71
Latina,1,Dec,95.04,0.74
Latina,1,Dec,83.26,0.5
Latina,1,Dec,64.76,0.35
Latina,1,Dec,63.08,0.35
Latina,1,Dec,58.87,0.43
Latina,1,Dec,61.39,0.51
Latina,1,Dec,74.01,0.65
Latina,1,Dec,76.53,0.69
Latina,1,Dec,67.28,0.48
Latina,1,Dec,60.55,0.37
Latina,1,Dec,58.03,0.37
Latina,1,Dec,55.51,0.38
Latina,1,Dec,57.19,0.39
Latina,1,Dec,63.08,0.49
Latina,1,Dec,73.17,0.54
Latina,1,Dec,72.33,0.47
Latina,1,Dec,62.23,0.41
Latina,1,Dec,66.44,0.43
Latina,1,Dec,66.44,0.48
Latina,1,Dec,76.53,0.57
Latina,1,Dec,87.47,0.69
Latina,1,Dec,90.83,0.71
Latina,1,Dec,88.31,0.61
Latina,1,Dec,94.2,0.64
Latina,1,Dec,100.08,0.64
Latina,2,Jan,80.74,0.62
Latina,2,Jan,72.33,0.56
Latina,2,Jan,67.28,0.52
Latina,2,Jan,64.76,0.46
Latina,2,Jan,64.76,0.42
Latina,2,Jan,60.55,0.35
Latina,2,Jan,60.55,0.34
Latina,2,Jan,55.51,0.31
Latina,2,Jan,54.67,0.34
Latina,2,Jan,53.82,0.36
Latina,2,Jan,53.82,0.43
Latina,2,Jan,58.03,0.56
Latina,2,Jan,59.71,0.59
Latina,2,Jan,58.03,0.41
Latina,2,Jan,55.51,0.4
Latina,2,Jan,57.19,0.45
Latina,2,Jan,56.35,0.52
Latina,2,Jan,57.19,0.62
Latina,2,Jan,59.71,0.72
Latina,2,Jan,61.39,0.73
Latina,2,Jan,58.03,0.48
Latina,2,Jan,54.67,0.38
Latina,2,Jan,56.35,0.4
Latina,2,Jan,53.82,0.42
Latina,2,Jan,53.82,0.52
Latina,2,Jan,59.71,0.65
Latina,2,Jan,62.23,0.68
Latina,2,Jan,59.71,0.5
Latina,2,Jan,53.82,0.37
Latina,2,Jan,52.14,0.34
Latina,2,Jan,55.51,0.43
Latina,2,Feb,56.35,0.5
Latina,2,Feb,61.39,0.67
Latina,2,Feb,63.92,0.72
Latina,2,Feb,58.03,0.42
Latina,2,Feb,54.67,0.32
Latina,2,Feb,54.67,0.36
Latina,2,Feb,53.82,0.37
Latina,2,Feb,55.51,0.5
Latina,2,Feb,58.87,0.72
Latina,2,Feb,63.08,0.76
Latina,2,Feb,59.71,0.57
Latina,2,Feb,58.03,0.53
Latina,2,Feb,56.35,0.54
Latina,2,Feb,56.35,0.59
Latina,2,Feb,58.03,0.64
Latina,2,Feb,63.92,0.79
Latina,2,Feb,66.44,0.77
Latina,2,Feb,62.23,0.56
Latina,2,Feb,59.71,0.42
Latina,2,Feb,55.51,0.39
Latina,2,Feb,56.35,0.5
Latina,2,Feb,58.87,0.65
Latina,2,Feb,66.44,0.82
Latina,2,Feb,69.8,0.81
Latina,2,Feb,63.92,0.48
Latina,2,Feb,59.71,0.4
Latina,2,Feb,57.19,0.39
Latina,2,Feb,54.67,0.45
Latina,2,Mar,56.35,0.51
Latina,2,Mar,64.76,0.72
Latina,2,Mar,65.6,0.71
Latina,2,Mar,63.08,0.5
Latina,2,Mar,60.55,0.42
Latina,2,Mar,60.55,0.41
Latina,2,Mar,57.19,0.43
Latina,2,Mar,59.71,0.56
Latina,2,Mar,65.6,0.73
Latina,2,Mar,68.96,0.74
Latina,2,Mar,65.6,0.46
Latina,2,Mar,61.39,0.35
Latina,2,Mar,57.19,0.38
Latina,2,Mar,56.35,0.45
Latina,2,Mar,60.55,0.58
Latina,2,Mar,66.44,0.74
Latina,2,Mar,68.12,0.77
Latina,2,Mar,63.08,0.51
Latina,2,Mar,56.35,0.41
Latina,2,Mar,55.51,0.37
Latina,2,Mar,55.51,0.37
Latina,2,Mar,57.19,0.48
Latina,2,Mar,61.39,0.57
Latina,2,Mar,64.76,0.68
Latina,2,Mar,61.39,0.57
Latina,2,Mar,62.23,0.51
Latina,2,Mar,62.23,0.53
Latina,2,Mar,64.76,0.6
Latina,2,Mar,71.49,0.78
Latina,2,Mar,78.22,0.81
Latina,2,Mar,81.58,0.76
Latina,2,Apr,75.69,0.65
Latina,2,Apr,69.8,0.45
Latina,2,Apr,65.6,0.48
Latina,2,Apr,63.08,0.54
Latina,2,Apr,64.76,0.61
Latina,2,Apr,71.49,0.76
Latina,2,Apr,71.49,0.75
Latina,2,Apr,64.76,0.55
Latina,2,Apr,61.39,0.45
Latina,2,Apr,60.55,0.47
Latina,2,Apr,61.39,0.51
Latina,2,Apr,63.92,0.59
Latina,2,Apr,69.8,0.7
Latina,2,Apr,73.17,0.75
Latina,2,Apr,67.28,0.53
Latina,2,Apr,65.6,0.5
Latina,2,Apr,64.76,0.52
Latina,2,Apr,63.92,0.55
Latina,2,Apr,69.8,0.65
Latina,2,Apr,74.85,0.81
Latina,2,Apr,78.22,0.79
Latina,2,Apr,72.33,0.66
Latina,2,Apr,68.96,0.61
Latina,2,Apr,65.6,0.55
Latina,2,Apr,63.08,0.54
Latina,2,Apr,64.76,0.56
Latina,2,Apr,74.01,0.71
Latina,2,Apr,76.53,0.8
Latina,2,Apr,74.85,0.74
Latina,2,Apr,72.33,0.7
Latina,2,May,68.96,0.59
Latina,2,May,63.92,0.5
Latina,2,May,63.08,0.57
Latina,2,May,70.65,0.75
Latina,2,May,75.69,0.79
Latina,2,May,74.01,0.67
Latina,2,May,71.49,0.62
Latina,2,May,68.12,0.65
Latina,2,May,68.12,0.68
Latina,2,May,71.49,0.73
Latina,2,May,75.69,0.8
Latina,2,May,79.06,0.78
Latina,2,May,73.17,0.61
Latina,2,May,66.44,0.52
Latina,2,May,64.76,0.5
Latina,2,May,64.76,0.56
Latina,2,May,66.44,0.66
Latina,2,May,73.17,0.74
Latina,2,May,77.37,0.81
Latina,2,May,73.17,0.68
Latina,2,May,69.8,0.58
Latina,2,May,64.76,0.59
Latina,2,May,65.6,0.64
Latina,2,May,66.44,0.67
Latina,2,May,74.01,0.79
Latina,2,May,76.53,0.81
Latina,2,May,72.33,0.59
Latina,2,May,65.6,0.51
Latina,2,May,63.08,0.55
Latina,2,May,63.92,0.59
Latina,2,May,65.6,0.62
Latina,2,Jun,71.49,0.75
Latina,2,Jun,73.17,0.76
Latina,2,Jun,68.96,0.61
Latina,2,Jun,64.76,0.53
Latina,2,Jun,62.23,0.51
Latina,2,Jun,62.23,0.55
Latina,2,Jun,62.23,0.62
Latina,2,Jun,67.28,0.7
Latina,2,Jun,71.49,0.74
Latina,2,Jun,66.44,0.63
Latina,2,Jun,63.08,0.52
Latina,2,Jun,59.71,0.5
Latina,2,Jun,58.87,0.52
Latina,2,Jun,59.71,0.57
Latina,2,Jun,66.44,0.69
Latina,2,Jun,68.12,0.69
Latina,2,Jun,66.44,0.59
Latina,2,Jun,61.39,0.5
Latina,2,Jun,60.55,0.47
Latina,2,Jun,62.23,0.59
Latina,2,Jun,63.08,0.63
Latina,2,Jun,68.12,0.73
Latina,2,Jun,71.49,0.74
Latina,2,Jun,66.44,0.56
Latina,2,Jun,63.08,0.51
Latina,2,Jun,63.92,0.54
Latina,2,Jun,63.92,0.59
Latina,2,Jun,65.6,0.68
Latina,2,Jun,68.96,0.68
Latina,2,Jun,70.65,0.66
Latina,2,Jul,65.6,0.44
Latina,2,Jul,64.76,0.47
Latina,2,Jul,60.55,0.46
Latina,2,Jul,63.08,0.5
Latina,2,Jul,63.92,0.56
Latina,2,Jul,74.85,0.66
Latina,2,Jul,78.22,0.68
Latina,2,Jul,72.33,0.55
Latina,2,Jul,68.12,0.48
Latina,2,Jul,63.92,0.5
Latina,2,Jul,64.76,0.62
Latina,2,Jul,66.44,0.71
Latina,2,Jul,69.8,0.77
Latina,2,Jul,71.49,0.76
Latina,2,Jul,64.76,0.51
Latina,2,Jul,58.87,0.46
Latina,2,Jul,58.87,0.47
Latina,2,Jul,57.19,0.48
Latina,2,Jul,57.19,0.49
Latina,2,Jul,59.71,0.54
Latina,2,Jul,59.71,0.54
Latina,2,Jul,58.87,0.51
Latina,2,Jul,56.35,0.46
Latina,2,Jul,55.51,0.48
Latina,2,Jul,56.35,0.45
Latina,2,Jul,56.35,0.47
Latina,2,Jul,57.19,0.46
Latina,2,Jul,58.03,0.47
Latina,2,Jul,57.19,0.44
Latina,2,Jul,55.51,0.41
Latina,2,Jul,54.67,0.38
Latina,2,Aug,52.98,0.37
Latina,2,Aug,52.98,0.42
Latina,2,Aug,54.67,0.44
Latina,2,Aug,54.67,0.45
Latina,2,Aug,52.98,0.43
Latina,2,Aug,52.14,0.45
Latina,2,Aug,50.46,0.44
Latina,2,Aug,50.46,0.45
Latina,2,Aug,52.14,0.47
Latina,2,Aug,52.14,0.48
Latina,2,Aug,52.98,0.5
Latina,2,Aug,52.14,0.48
Latina,2,Aug,52.98,0.49
Latina,2,Aug,51.3,0.45
Latina,2,Aug,51.3,0.47
Latina,2,Aug,51.3,0.49
Latina,2,Aug,52.14,0.51
Latina,2,Aug,52.98,0.5
Latina,2,Aug,51.3,0.46
Latina,2,Aug,49.62,0.45
Latina,2,Aug,49.62,0.47
Latina,2,Aug,49.62,0.45
Latina,2,Aug,50.46,0.45
Latina,2,Aug,52.98,0.45
Latina,2,Aug,53.82,0.47
Latina,2,Aug,52.98,0.4
Latina,2,Aug,51.3,0.38
Latina,2,Aug,49.62,0.4
Latina,2,Aug,50.46,0.42
Latina,2,Aug,50.46,0.41
Latina,2,Aug,52.98,0.46
Latina,2,Sep,55.51,0.5
Latina,2,Sep,54.67,0.52
Latina,2,Sep,52.98,0.51
Latina,2,Sep,54.67,0.53
Latina,2,Sep,55.51,0.57
Latina,2,Sep,57.19,0.65
Latina,2,Sep,60.55,0.7
Latina,2,Sep,62.23,0.68
Latina,2,Sep,60.55,0.58
Latina,2,Sep,58.03,0.57
Latina,2,Sep,57.19,0.56
Latina,2,Sep,57.19,0.61
Latina,2,Sep,58.87,0.7
Latina,2,Sep,63.08,0.77
Latina,2,Sep,65.6,0.78
Latina,2,Sep,63.08,0.66
Latina,2,Sep,58.87,0.58
Latina,2,Sep,58.87,0.65
Latina,2,Sep,59.71,0.7
Latina,2,Sep,61.39,0.76
Latina,2,Sep,66.44,0.79
Latina,2,Sep,68.12,0.81
Latina,2,Sep,64.76,0.67
Latina,2,Sep,62.23,0.7
Latina,2,Sep,62.23,0.72
Latina,2,Sep,61.39,0.75
Latina,2,Sep,62.23,0.77
Latina,2,Sep,65.6,0.8
Latina,2,Sep,68.12,0.81
Latina,2,Sep,64.76,0.66
Latina,2,Oct,62.23,0.62
Latina,2,Oct,62.23,0.71
Latina,2,Oct,63.08,0.71
Latina,2,Oct,63.92,0.79
Latina,2,Oct,68.12,0.8
Latina,2,Oct,72.33,0.81
Latina,2,Oct,70.65,0.75
Latina,2,Oct,73.17,0.78
Latina,2,Oct,71.49,0.81
Latina,2,Oct,70.65,0.75
Latina,2,Oct,68.96,0.79
Latina,2,Oct,73.17,0.82
Latina,2,Oct,74.01,0.78
Latina,2,Oct,68.12,0.55
Latina,2,Oct,63.92,0.54
Latina,2,Oct,63.08,0.64
Latina,2,Oct,62.23,0.72
Latina,2,Oct,63.08,0.74
Latina,2,Oct,68.96,0.83
Latina,2,Oct,71.49,0.83
Latina,2,Oct,65.6,0.65
Latina,2,Oct,64.76,0.75
Latina,2,Oct,66.44,0.81
Latina,2,Oct,66.44,0.83
Latina,2,Oct,66.44,0.78
Latina,2,Oct,69.8,0.82
Latina,2,Oct,71.49,0.81
Latina,2,Oct,67.28,0.62
Latina,2,Oct,63.92,0.56
Latina,2,Oct,61.39,0.5
Latina,2,Oct,61.39,0.67
Latina,2,Nov,68.96,0.82
Latina,2,Nov,74.85,0.86
Latina,2,Nov,76.53,0.85
Latina,2,Nov,66.44,0.5
Latina,2,Nov,60.55,0.41
Latina,2,Nov,58.03,0.41
Latina,2,Nov,58.03,0.47
Latina,2,Nov,58.87,0.6
Latina,2,Nov,63.92,0.77
Latina,2,Nov,66.44,0.77
Latina,2,Nov,61.39,0.57
Latina,2,Nov,59.71,0.49
Latina,2,Nov,56.35,0.46
Latina,2,Nov,57.19,0.53
Latina,2,Nov,58.87,0.68
Latina,2,Nov,64.76,0.81
Latina,2,Nov,67.28,0.83
Latina,2,Nov,60.55,0.53
Latina,2,Nov,54.67,0.45
Latina,2,Nov,53.82,0.5
Latina,2,Nov,54.67,0.57
Latina,2,Nov,56.35,0.63
Latina,2,Nov,65.6,0.84
Latina,2,Nov,69.8,0.84
Latina,2,Nov,63.08,0.55
Latina,2,Nov,58.03,0.45
Latina,2,Nov,53.82,0.43
Latina,2,Nov,53.82,0.48
Latina,2,Nov,53.82,0.56
Latina,2,Nov,64.76,0.77
Latina,2,Dec,66.44,0.76
Latina,2,Dec,59.71,0.45
Latina,2,Dec,53.82,0.3
Latina,2,Dec,53.82,0.34
Latina,2,Dec,59.71,0.53
Latina,2,Dec,70.65,0.8
Latina,2,Dec,76.53,0.84
Latina,2,Dec,76.53,0.83
Latina,2,Dec,64.76,0.38
Latina,2,Dec,56.35,0.3
Latina,2,Dec,52.98,0.33
Latina,2,Dec,52.14,0.39
Latina,2,Dec,55.51,0.48
Latina,2,Dec,63.92,0.68
Latina,2,Dec,66.44,0.73
Latina,2,Dec,60.55,0.42
Latina,2,Dec,53.82,0.37
Latina,2,Dec,52.14,0.36
Latina,2,Dec,51.3,0.37
Latina,2,Dec,52.14,0.37
Latina,2,Dec,58.03,0.45
Latina,2,Dec,60.55,0.5
Latina,2,Dec,57.19,0.44
Latina,2,Dec,59.71,0.42
Latina,2,Dec,61.39,0.46
Latina,2,Dec,67.28,0.59
Latina,2,Dec,69.8,0.71
Latina,2,Dec,75.69,0.75
Latina,2,Dec,82.42,0.8
Latina,2,Dec,88.31,0.75
Latina,2,Dec,89.15,0.74
Latina,2,Jan,84.1,0.64
Latina,2,Jan,74.85,0.61
Latina,2,Jan,70.65,0.54
Latina,2,Jan,63.92,0.48
Latina,2,Jan,63.08,0.43
Latina,2,Jan,58.87,0.39
Latina,2,Jan,54.67,0.38
Latina,2,Jan,50.46,0.36
Latina,2,Jan,48.78,0.36
Latina,2,Jan,49.62,0.45
Latina,2,Jan,53.82,0.53
Latina,2,Jan,56.35,0.55
Latina,2,Jan,54.67,0.46
Latina,2,Jan,50.46,0.41
Latina,2,Jan,48.78,0.42
Latina,2,Jan,50.46,0.46
Latina,2,Jan,52.98,0.54
Latina,2,Jan,57.19,0.7
Latina,2,Jan,58.87,0.75
Latina,2,Jan,56.35,0.58
Latina,2,Jan,53.82,0.5
Latina,2,Jan,52.98,0.54
Latina,2,Jan,53.82,0.65
Latina,2,Jan,54.67,0.72
Latina,2,Jan,62.23,0.82
Latina,2,Jan,63.92,0.83
Latina,2,Jan,58.03,0.55
Latina,2,Jan,54.67,0.45
Latina,2,Jan,51.3,0.4
Latina,2,Jan,51.3,0.4
Latina,2,Jan,52.14,0.48
Latina,2,Feb,59.71,0.64
